"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr18.44745130"	"chr18"	44745130	44745130	1	"*"	334	13.9166666666667	"chr18.372"
"chr18.44745131"	"chr18"	44745131	44745131	1	"*"	282	13.4285714285714	"chr18.372"
"chr18.45063254"	"chr18"	45063254	45063254	1	"*"	206	10.8421052631579	"chr18.373"
"chr18.45063255"	"chr18"	45063255	45063255	1	"*"	155	8.1578947368421	"chr18.373"
"chr18.45063267"	"chr18"	45063267	45063267	1	"*"	243	11.5714285714286	"chr18.373"
"chr18.45063268"	"chr18"	45063268	45063268	1	"*"	182	9.1	"chr18.373"
"chr18.45063269"	"chr18"	45063269	45063269	1	"*"	258	12.2857142857143	"chr18.373"
"chr18.45063270"	"chr18"	45063270	45063270	1	"*"	206	9.36363636363636	"chr18.373"
"chr18.45063273"	"chr18"	45063273	45063273	1	"*"	263	12.5238095238095	"chr18.373"
"chr18.45063274"	"chr18"	45063274	45063274	1	"*"	209	9.95238095238095	"chr18.373"
"chr18.45063299"	"chr18"	45063299	45063299	1	"*"	326	15.5238095238095	"chr18.373"
"chr18.45063300"	"chr18"	45063300	45063300	1	"*"	251	10.9130434782609	"chr18.373"
"chr18.45063325"	"chr18"	45063325	45063325	1	"*"	363	15.7826086956522	"chr18.373"
"chr18.45063326"	"chr18"	45063326	45063326	1	"*"	278	11.5833333333333	"chr18.373"
"chr18.45063344"	"chr18"	45063344	45063344	1	"*"	391	16.2916666666667	"chr18.373"
"chr18.45063345"	"chr18"	45063345	45063345	1	"*"	241	10.9545454545455	"chr18.373"
"chr18.45063385"	"chr18"	45063385	45063385	1	"*"	332	14.4347826086957	"chr18.373"
"chr18.45063401"	"chr18"	45063401	45063401	1	"*"	299	13	"chr18.373"
"chr18.45063404"	"chr18"	45063404	45063404	1	"*"	281	12.2173913043478	"chr18.373"
"chr18.45063434"	"chr18"	45063434	45063434	1	"*"	172	8.6	"chr18.373"
"chr18.45063742"	"chr18"	45063742	45063742	1	"*"	289	12.5652173913043	"chr18.374"
"chr18.45063751"	"chr18"	45063751	45063751	1	"*"	282	12.2608695652174	"chr18.374"
"chr18.45063761"	"chr18"	45063761	45063761	1	"*"	304	13.2173913043478	"chr18.374"
"chr18.45063766"	"chr18"	45063766	45063766	1	"*"	319	13.8695652173913	"chr18.374"
"chr18.45063772"	"chr18"	45063772	45063772	1	"*"	335	14.5652173913043	"chr18.374"
"chr18.45063782"	"chr18"	45063782	45063782	1	"*"	331	15.0454545454545	"chr18.374"
"chr18.45063798"	"chr18"	45063798	45063798	1	"*"	234	11.7	"chr18.374"
"chr18.45063799"	"chr18"	45063799	45063799	1	"*"	382	18.1904761904762	"chr18.374"
"chr18.45063817"	"chr18"	45063817	45063817	1	"*"	322	14.6363636363636	"chr18.374"
"chr18.45063818"	"chr18"	45063818	45063818	1	"*"	395	17.9545454545455	"chr18.374"
"chr18.45063832"	"chr18"	45063832	45063832	1	"*"	359	15.6086956521739	"chr18.374"
"chr18.45063833"	"chr18"	45063833	45063833	1	"*"	390	17.7272727272727	"chr18.374"
"chr18.45063840"	"chr18"	45063840	45063840	1	"*"	403	16.12	"chr18.374"
"chr18.45063841"	"chr18"	45063841	45063841	1	"*"	406	17.6521739130435	"chr18.374"
"chr18.45063843"	"chr18"	45063843	45063843	1	"*"	419	17.4583333333333	"chr18.374"
"chr18.45063844"	"chr18"	45063844	45063844	1	"*"	397	17.2608695652174	"chr18.374"
"chr18.45063919"	"chr18"	45063919	45063919	1	"*"	580	22.3076923076923	"chr18.374"
"chr18.45063920"	"chr18"	45063920	45063920	1	"*"	398	19.9	"chr18.374"
"chr18.45063933"	"chr18"	45063933	45063933	1	"*"	530	20.3846153846154	"chr18.374"
"chr18.45063934"	"chr18"	45063934	45063934	1	"*"	411	20.55	"chr18.374"
"chr18.45063935"	"chr18"	45063935	45063935	1	"*"	519	19.9615384615385	"chr18.374"
"chr18.45063936"	"chr18"	45063936	45063936	1	"*"	420	20	"chr18.374"
"chr18.45063938"	"chr18"	45063938	45063938	1	"*"	527	20.2692307692308	"chr18.374"
"chr18.45063939"	"chr18"	45063939	45063939	1	"*"	428	21.4	"chr18.374"
"chr18.45063948"	"chr18"	45063948	45063948	1	"*"	533	21.32	"chr18.374"
"chr18.45063949"	"chr18"	45063949	45063949	1	"*"	476	20.695652173913	"chr18.374"
"chr18.45063961"	"chr18"	45063961	45063961	1	"*"	498	19.92	"chr18.374"
"chr18.45063962"	"chr18"	45063962	45063962	1	"*"	492	20.5	"chr18.374"
"chr18.45063967"	"chr18"	45063967	45063967	1	"*"	491	19.64	"chr18.374"
"chr18.45063968"	"chr18"	45063968	45063968	1	"*"	507	20.28	"chr18.374"
"chr18.45063971"	"chr18"	45063971	45063971	1	"*"	512	20.48	"chr18.374"
"chr18.45063972"	"chr18"	45063972	45063972	1	"*"	510	20.4	"chr18.374"
"chr18.45064018"	"chr18"	45064018	45064018	1	"*"	573	22.92	"chr18.374"
"chr18.45064019"	"chr18"	45064019	45064019	1	"*"	483	21	"chr18.374"
"chr18.45064031"	"chr18"	45064031	45064031	1	"*"	561	22.44	"chr18.374"
"chr18.45064032"	"chr18"	45064032	45064032	1	"*"	456	19	"chr18.374"
"chr18.45064037"	"chr18"	45064037	45064037	1	"*"	530	22.0833333333333	"chr18.374"
"chr18.45064038"	"chr18"	45064038	45064038	1	"*"	445	20.2272727272727	"chr18.374"
"chr18.45064044"	"chr18"	45064044	45064044	1	"*"	496	20.6666666666667	"chr18.374"
"chr18.45064045"	"chr18"	45064045	45064045	1	"*"	404	17.5652173913043	"chr18.374"
"chr18.45064070"	"chr18"	45064070	45064070	1	"*"	370	16.0869565217391	"chr18.374"
"chr18.45775475"	"chr18"	45775475	45775475	1	"*"	559	21.5	"chr18.375"
"chr18.45775476"	"chr18"	45775476	45775476	1	"*"	721	27.7307692307692	"chr18.376"
"chr18.45775492"	"chr18"	45775492	45775492	1	"*"	565	21.7307692307692	"chr18.376"
"chr18.45775493"	"chr18"	45775493	45775493	1	"*"	752	28.9230769230769	"chr18.376"
"chr18.45775497"	"chr18"	45775497	45775497	1	"*"	556	22.24	"chr18.376"
"chr18.45775498"	"chr18"	45775498	45775498	1	"*"	763	29.3461538461538	"chr18.376"
"chr18.45775502"	"chr18"	45775502	45775502	1	"*"	552	21.2307692307692	"chr18.376"
"chr18.45775503"	"chr18"	45775503	45775503	1	"*"	755	29.0384615384615	"chr18.376"
"chr18.45775513"	"chr18"	45775513	45775513	1	"*"	517	19.8846153846154	"chr18.376"
"chr18.45775514"	"chr18"	45775514	45775514	1	"*"	781	30.0384615384615	"chr18.376"
"chr18.45775516"	"chr18"	45775516	45775516	1	"*"	514	19.7692307692308	"chr18.376"
"chr18.45775517"	"chr18"	45775517	45775517	1	"*"	775	29.8076923076923	"chr18.376"
"chr18.45775521"	"chr18"	45775521	45775521	1	"*"	488	19.52	"chr18.376"
"chr18.45775522"	"chr18"	45775522	45775522	1	"*"	783	30.1153846153846	"chr18.376"
"chr18.45775523"	"chr18"	45775523	45775523	1	"*"	491	19.64	"chr18.376"
"chr18.45775524"	"chr18"	45775524	45775524	1	"*"	797	30.6538461538462	"chr18.376"
"chr18.45775526"	"chr18"	45775526	45775526	1	"*"	487	18.7307692307692	"chr18.376"
"chr18.45775527"	"chr18"	45775527	45775527	1	"*"	790	30.3846153846154	"chr18.376"
"chr18.45775531"	"chr18"	45775531	45775531	1	"*"	503	19.3461538461538	"chr18.376"
"chr18.45775532"	"chr18"	45775532	45775532	1	"*"	763	29.3461538461538	"chr18.376"
"chr18.45775550"	"chr18"	45775550	45775550	1	"*"	518	20.72	"chr18.375"
"chr18.45775551"	"chr18"	45775551	45775551	1	"*"	757	29.1153846153846	"chr18.375"
"chr18.45775582"	"chr18"	45775582	45775582	1	"*"	553	23.0416666666667	"chr18.375"
"chr18.45775583"	"chr18"	45775583	45775583	1	"*"	844	32.4615384615385	"chr18.375"
"chr18.45775589"	"chr18"	45775589	45775589	1	"*"	559	23.2916666666667	"chr18.375"
"chr18.45775602"	"chr18"	45775602	45775602	1	"*"	568	22.72	"chr18.377"
"chr18.45775603"	"chr18"	45775603	45775603	1	"*"	859	33.0384615384615	"chr18.377"
"chr18.45775610"	"chr18"	45775610	45775610	1	"*"	540	21.6	"chr18.377"
"chr18.45775611"	"chr18"	45775611	45775611	1	"*"	875	33.6538461538462	"chr18.377"
"chr18.45775615"	"chr18"	45775615	45775615	1	"*"	525	21	"chr18.377"
"chr18.45775616"	"chr18"	45775616	45775616	1	"*"	885	34.0384615384615	"chr18.377"
"chr18.45775618"	"chr18"	45775618	45775618	1	"*"	505	20.2	"chr18.377"
"chr18.45775619"	"chr18"	45775619	45775619	1	"*"	880	33.8461538461538	"chr18.377"
"chr18.45775620"	"chr18"	45775620	45775620	1	"*"	501	20.04	"chr18.377"
"chr18.45775621"	"chr18"	45775621	45775621	1	"*"	879	33.8076923076923	"chr18.377"
"chr18.45775628"	"chr18"	45775628	45775628	1	"*"	509	20.36	"chr18.377"
"chr18.45775629"	"chr18"	45775629	45775629	1	"*"	909	34.9615384615385	"chr18.377"
"chr18.45775634"	"chr18"	45775634	45775634	1	"*"	510	20.4	"chr18.377"
"chr18.45775635"	"chr18"	45775635	45775635	1	"*"	952	36.6153846153846	"chr18.377"
"chr18.45775643"	"chr18"	45775643	45775643	1	"*"	489	19.56	"chr18.377"
"chr18.45775644"	"chr18"	45775644	45775644	1	"*"	937	36.0384615384615	"chr18.377"
"chr18.45775647"	"chr18"	45775647	45775647	1	"*"	475	19	"chr18.377"
"chr18.46165079"	"chr18"	46165079	46165079	1	"*"	302	13.7272727272727	"chr18.384"
"chr18.46165101"	"chr18"	46165101	46165101	1	"*"	341	14.8260869565217	"chr18.384"
"chr18.46165102"	"chr18"	46165102	46165102	1	"*"	240	12	"chr18.384"
"chr18.46165104"	"chr18"	46165104	46165104	1	"*"	360	15	"chr18.384"
"chr18.46165105"	"chr18"	46165105	46165105	1	"*"	245	12.8947368421053	"chr18.384"
"chr18.46165124"	"chr18"	46165124	46165124	1	"*"	421	16.84	"chr18.384"
"chr18.46165125"	"chr18"	46165125	46165125	1	"*"	257	13.5263157894737	"chr18.384"
"chr18.46165138"	"chr18"	46165138	46165138	1	"*"	451	18.04	"chr18.384"
"chr18.46165139"	"chr18"	46165139	46165139	1	"*"	289	13.7619047619048	"chr18.384"
"chr18.46165141"	"chr18"	46165141	46165141	1	"*"	463	17.8076923076923	"chr18.384"
"chr18.46165142"	"chr18"	46165142	46165142	1	"*"	294	14.7	"chr18.384"
"chr18.46165164"	"chr18"	46165164	46165164	1	"*"	469	19.5416666666667	"chr18.384"
"chr18.46165165"	"chr18"	46165165	46165165	1	"*"	416	17.3333333333333	"chr18.384"
"chr18.46165195"	"chr18"	46165195	46165195	1	"*"	431	19.5909090909091	"chr18.384"
"chr18.46165196"	"chr18"	46165196	46165196	1	"*"	610	24.4	"chr18.384"
"chr18.46165200"	"chr18"	46165200	46165200	1	"*"	413	17.9565217391304	"chr18.384"
"chr18.46165201"	"chr18"	46165201	46165201	1	"*"	651	26.04	"chr18.384"
"chr18.46165261"	"chr18"	46165261	46165261	1	"*"	373	17.7619047619048	"chr18.384"
"chr18.46165262"	"chr18"	46165262	46165262	1	"*"	644	24.7692307692308	"chr18.384"
"chr18.46165277"	"chr18"	46165277	46165277	1	"*"	574	22.96	"chr18.384"
"chr18.46758097"	"chr18"	46758097	46758097	1	"*"	478	19.9166666666667	"chr18.388"
"chr18.46758098"	"chr18"	46758098	46758098	1	"*"	433	16.6538461538462	"chr18.388"
"chr18.46758107"	"chr18"	46758107	46758107	1	"*"	484	19.36	"chr18.388"
"chr18.46758108"	"chr18"	46758108	46758108	1	"*"	453	18.875	"chr18.388"
"chr18.46758115"	"chr18"	46758115	46758115	1	"*"	504	19.3846153846154	"chr18.388"
"chr18.46758116"	"chr18"	46758116	46758116	1	"*"	453	19.695652173913	"chr18.388"
"chr18.46758117"	"chr18"	46758117	46758117	1	"*"	503	19.3461538461538	"chr18.388"
"chr18.46758118"	"chr18"	46758118	46758118	1	"*"	459	19.9565217391304	"chr18.388"
"chr18.46758120"	"chr18"	46758120	46758120	1	"*"	501	19.2692307692308	"chr18.388"
"chr18.46758121"	"chr18"	46758121	46758121	1	"*"	469	20.3913043478261	"chr18.388"
"chr18.46758124"	"chr18"	46758124	46758124	1	"*"	496	19.0769230769231	"chr18.388"
"chr18.46758125"	"chr18"	46758125	46758125	1	"*"	484	22	"chr18.388"
"chr18.46758136"	"chr18"	46758136	46758136	1	"*"	509	20.36	"chr18.388"
"chr18.47247586"	"chr18"	47247586	47247586	1	"*"	380	18.0952380952381	"chr18.394"
"chr18.47247598"	"chr18"	47247598	47247598	1	"*"	420	20	"chr18.394"
"chr18.47247601"	"chr18"	47247601	47247601	1	"*"	430	20.4761904761905	"chr18.394"
"chr18.47247607"	"chr18"	47247607	47247607	1	"*"	443	21.0952380952381	"chr18.394"
"chr18.47247609"	"chr18"	47247609	47247609	1	"*"	463	21.0454545454545	"chr18.394"
"chr18.47247615"	"chr18"	47247615	47247615	1	"*"	492	21.3913043478261	"chr18.394"
"chr18.47247618"	"chr18"	47247618	47247618	1	"*"	499	21.695652173913	"chr18.394"
"chr18.47247633"	"chr18"	47247633	47247633	1	"*"	573	22.92	"chr18.394"
"chr18.47247665"	"chr18"	47247665	47247665	1	"*"	557	23.2083333333333	"chr18.394"
"chr18.47247676"	"chr18"	47247676	47247676	1	"*"	565	23.5416666666667	"chr18.394"
"chr18.47247684"	"chr18"	47247684	47247684	1	"*"	517	22.4782608695652	"chr18.394"
"chr18.47247691"	"chr18"	47247691	47247691	1	"*"	493	20.5416666666667	"chr18.394"
"chr18.47247693"	"chr18"	47247693	47247693	1	"*"	486	20.25	"chr18.394"
"chr18.47247703"	"chr18"	47247703	47247703	1	"*"	471	19.625	"chr18.394"
"chr18.47247706"	"chr18"	47247706	47247706	1	"*"	463	18.52	"chr18.394"
"chr18.47247712"	"chr18"	47247712	47247712	1	"*"	453	18.12	"chr18.394"
"chr18.47247721"	"chr18"	47247721	47247721	1	"*"	409	16.36	"chr18.394"
"chr18.47247745"	"chr18"	47247745	47247745	1	"*"	327	14.2173913043478	"chr18.394"
"chr18.47247753"	"chr18"	47247753	47247753	1	"*"	308	14	"chr18.394"
"chr18.47247764"	"chr18"	47247764	47247764	1	"*"	252	13.2631578947368	"chr18.394"
"chr18.47247766"	"chr18"	47247766	47247766	1	"*"	246	12.9473684210526	"chr18.394"
"chr18.47247769"	"chr18"	47247769	47247769	1	"*"	243	12.7894736842105	"chr18.394"
"chr18.47248457"	"chr18"	47248457	47248457	1	"*"	348	16.5714285714286	"chr18.395"
"chr18.47248458"	"chr18"	47248458	47248458	1	"*"	327	15.5714285714286	"chr18.395"
"chr18.47248459"	"chr18"	47248459	47248459	1	"*"	361	16.4090909090909	"chr18.395"
"chr18.47248460"	"chr18"	47248460	47248460	1	"*"	336	16	"chr18.395"
"chr18.47248465"	"chr18"	47248465	47248465	1	"*"	388	16.1666666666667	"chr18.395"
"chr18.47248466"	"chr18"	47248466	47248466	1	"*"	371	16.8636363636364	"chr18.395"
"chr18.47248472"	"chr18"	47248472	47248472	1	"*"	423	17.625	"chr18.395"
"chr18.47248473"	"chr18"	47248473	47248473	1	"*"	381	17.3181818181818	"chr18.395"
"chr18.47248475"	"chr18"	47248475	47248475	1	"*"	461	18.44	"chr18.395"
"chr18.47248476"	"chr18"	47248476	47248476	1	"*"	374	17	"chr18.395"
"chr18.47248493"	"chr18"	47248493	47248493	1	"*"	587	23.48	"chr18.395"
"chr18.47248494"	"chr18"	47248494	47248494	1	"*"	460	19.1666666666667	"chr18.395"
"chr18.47248505"	"chr18"	47248505	47248505	1	"*"	713	27.4230769230769	"chr18.395"
"chr18.47248506"	"chr18"	47248506	47248506	1	"*"	455	19.7826086956522	"chr18.395"
"chr18.47248517"	"chr18"	47248517	47248517	1	"*"	790	30.3846153846154	"chr18.395"
"chr18.47248518"	"chr18"	47248518	47248518	1	"*"	484	20.1666666666667	"chr18.396"
"chr18.47248535"	"chr18"	47248535	47248535	1	"*"	814	31.3076923076923	"chr18.396"
"chr18.47248536"	"chr18"	47248536	47248536	1	"*"	503	20.9583333333333	"chr18.396"
"chr18.47248552"	"chr18"	47248552	47248552	1	"*"	843	32.4230769230769	"chr18.396"
"chr18.47248553"	"chr18"	47248553	47248553	1	"*"	467	18.68	"chr18.396"
"chr18.47248555"	"chr18"	47248555	47248555	1	"*"	851	32.7307692307692	"chr18.396"
"chr18.47248556"	"chr18"	47248556	47248556	1	"*"	452	18.08	"chr18.396"
"chr18.47248560"	"chr18"	47248560	47248560	1	"*"	887	34.1153846153846	"chr18.396"
"chr18.47248561"	"chr18"	47248561	47248561	1	"*"	450	18	"chr18.396"
"chr18.47248577"	"chr18"	47248577	47248577	1	"*"	928	35.6923076923077	"chr18.395"
"chr18.47248578"	"chr18"	47248578	47248578	1	"*"	420	17.5	"chr18.395"
"chr18.47248598"	"chr18"	47248598	47248598	1	"*"	968	37.2307692307692	"chr18.395"
"chr18.47248599"	"chr18"	47248599	47248599	1	"*"	394	16.4166666666667	"chr18.395"
"chr18.47248601"	"chr18"	47248601	47248601	1	"*"	1000	38.4615384615385	"chr18.395"
"chr18.47248602"	"chr18"	47248602	47248602	1	"*"	404	16.8333333333333	"chr18.395"
"chr18.47248605"	"chr18"	47248605	47248605	1	"*"	1026	39.4615384615385	"chr18.395"
"chr18.47248606"	"chr18"	47248606	47248606	1	"*"	397	16.5416666666667	"chr18.395"
"chr18.47248609"	"chr18"	47248609	47248609	1	"*"	1042	40.0769230769231	"chr18.395"
"chr18.47248610"	"chr18"	47248610	47248610	1	"*"	388	16.1666666666667	"chr18.395"
"chr18.47248638"	"chr18"	47248638	47248638	1	"*"	999	38.4230769230769	"chr18.395"
"chr18.47248639"	"chr18"	47248639	47248639	1	"*"	353	15.3478260869565	"chr18.395"
"chr18.47248679"	"chr18"	47248679	47248679	1	"*"	716	27.5384615384615	"chr18.395"
"chr18.47248680"	"chr18"	47248680	47248680	1	"*"	238	10.8181818181818	"chr18.395"
"chr18.47248681"	"chr18"	47248681	47248681	1	"*"	727	27.9615384615385	"chr18.395"
"chr18.47248682"	"chr18"	47248682	47248682	1	"*"	214	10.7	"chr18.395"
"chr18.47248683"	"chr18"	47248683	47248683	1	"*"	717	27.5769230769231	"chr18.395"
"chr18.47249095"	"chr18"	47249095	47249095	1	"*"	799	30.7307692307692	"chr18.397"
"chr18.47249096"	"chr18"	47249096	47249096	1	"*"	258	11.2173913043478	"chr18.397"
"chr18.47249097"	"chr18"	47249097	47249097	1	"*"	799	30.7307692307692	"chr18.397"
"chr18.47249098"	"chr18"	47249098	47249098	1	"*"	257	11.1739130434783	"chr18.397"
"chr18.47249109"	"chr18"	47249109	47249109	1	"*"	770	30.8	"chr18.397"
"chr18.47249110"	"chr18"	47249110	47249110	1	"*"	227	9.8695652173913	"chr18.397"
"chr18.47249114"	"chr18"	47249114	47249114	1	"*"	765	30.6	"chr18.397"
"chr18.47249115"	"chr18"	47249115	47249115	1	"*"	226	9.82608695652174	"chr18.397"
"chr18.47249126"	"chr18"	47249126	47249126	1	"*"	681	26.1923076923077	"chr18.397"
"chr18.47249127"	"chr18"	47249127	47249127	1	"*"	205	9.31818181818182	"chr18.397"
"chr18.47249130"	"chr18"	47249130	47249130	1	"*"	657	25.2692307692308	"chr18.397"
"chr18.47249131"	"chr18"	47249131	47249131	1	"*"	184	9.68421052631579	"chr18.397"
"chr18.47249133"	"chr18"	47249133	47249133	1	"*"	641	24.6538461538462	"chr18.397"
"chr18.47249134"	"chr18"	47249134	47249134	1	"*"	186	9.3	"chr18.397"
"chr18.47249136"	"chr18"	47249136	47249136	1	"*"	645	24.8076923076923	"chr18.397"
"chr18.47249137"	"chr18"	47249137	47249137	1	"*"	171	9	"chr18.397"
"chr18.47249139"	"chr18"	47249139	47249139	1	"*"	618	23.7692307692308	"chr18.397"
"chr18.47249140"	"chr18"	47249140	47249140	1	"*"	173	9.10526315789474	"chr18.397"
"chr18.47249153"	"chr18"	47249153	47249153	1	"*"	572	22.88	"chr18.397"
"chr18.47249169"	"chr18"	47249169	47249169	1	"*"	564	21.6923076923077	"chr18.397"
"chr18.47249187"	"chr18"	47249187	47249187	1	"*"	520	20	"chr18.397"
"chr18.47249190"	"chr18"	47249190	47249190	1	"*"	528	20.3076923076923	"chr18.397"
"chr18.47249200"	"chr18"	47249200	47249200	1	"*"	542	20.8461538461538	"chr18.397"
"chr18.47249205"	"chr18"	47249205	47249205	1	"*"	543	20.8846153846154	"chr18.397"
"chr18.47250529"	"chr18"	47250529	47250529	1	"*"	935	35.9615384615385	"chr18.398"
"chr18.47250540"	"chr18"	47250540	47250540	1	"*"	389	14.9615384615385	"chr18.398"
"chr18.47250541"	"chr18"	47250541	47250541	1	"*"	829	31.8846153846154	"chr18.398"
"chr18.47250546"	"chr18"	47250546	47250546	1	"*"	384	14.7692307692308	"chr18.398"
"chr18.47250547"	"chr18"	47250547	47250547	1	"*"	806	31	"chr18.398"
"chr18.47250553"	"chr18"	47250553	47250553	1	"*"	353	13.5769230769231	"chr18.398"
"chr18.47250554"	"chr18"	47250554	47250554	1	"*"	764	29.3846153846154	"chr18.398"
"chr18.47250559"	"chr18"	47250559	47250559	1	"*"	317	12.1923076923077	"chr18.398"
"chr18.47250560"	"chr18"	47250560	47250560	1	"*"	756	29.0769230769231	"chr18.398"
"chr18.47251360"	"chr18"	47251360	47251360	1	"*"	469	18.0384615384615	"chr18.399"
"chr18.47251365"	"chr18"	47251365	47251365	1	"*"	695	26.7307692307692	"chr18.399"
"chr18.47251366"	"chr18"	47251366	47251366	1	"*"	493	18.9615384615385	"chr18.399"
"chr18.47251399"	"chr18"	47251399	47251399	1	"*"	815	31.3461538461538	"chr18.399"
"chr18.47251400"	"chr18"	47251400	47251400	1	"*"	578	22.2307692307692	"chr18.399"
"chr18.47251410"	"chr18"	47251410	47251410	1	"*"	789	30.3461538461538	"chr18.399"
"chr18.47251411"	"chr18"	47251411	47251411	1	"*"	567	21.8076923076923	"chr18.399"
"chr18.47251422"	"chr18"	47251422	47251422	1	"*"	757	29.1153846153846	"chr18.399"
"chr18.47251423"	"chr18"	47251423	47251423	1	"*"	551	21.1923076923077	"chr18.399"
"chr18.47251428"	"chr18"	47251428	47251428	1	"*"	736	28.3076923076923	"chr18.399"
"chr18.47251429"	"chr18"	47251429	47251429	1	"*"	518	20.72	"chr18.399"
"chr18.47251432"	"chr18"	47251432	47251432	1	"*"	715	27.5	"chr18.399"
"chr18.47251433"	"chr18"	47251433	47251433	1	"*"	515	20.6	"chr18.399"
"chr18.47251438"	"chr18"	47251438	47251438	1	"*"	673	26.92	"chr18.399"
"chr18.47251439"	"chr18"	47251439	47251439	1	"*"	491	19.64	"chr18.399"
"chr18.47251451"	"chr18"	47251451	47251451	1	"*"	541	20.8076923076923	"chr18.399"
"chr18.47251452"	"chr18"	47251452	47251452	1	"*"	476	18.3076923076923	"chr18.399"
"chr18.47251459"	"chr18"	47251459	47251459	1	"*"	480	18.4615384615385	"chr18.399"
"chr18.47251460"	"chr18"	47251460	47251460	1	"*"	422	16.88	"chr18.399"
"chr18.47251468"	"chr18"	47251468	47251468	1	"*"	401	16.7083333333333	"chr18.399"
"chr18.47251469"	"chr18"	47251469	47251469	1	"*"	408	16.32	"chr18.399"
"chr18.47251472"	"chr18"	47251472	47251472	1	"*"	386	16.7826086956522	"chr18.399"
"chr18.47251473"	"chr18"	47251473	47251473	1	"*"	393	15.72	"chr18.399"
"chr18.47251483"	"chr18"	47251483	47251483	1	"*"	331	14.3913043478261	"chr18.399"
"chr18.47251484"	"chr18"	47251484	47251484	1	"*"	386	15.44	"chr18.400"
"chr18.47251490"	"chr18"	47251490	47251490	1	"*"	327	14.2173913043478	"chr18.400"
"chr18.47251491"	"chr18"	47251491	47251491	1	"*"	374	16.2608695652174	"chr18.400"
"chr18.47251492"	"chr18"	47251492	47251492	1	"*"	323	15.3809523809524	"chr18.400"
"chr18.47251493"	"chr18"	47251493	47251493	1	"*"	372	16.1739130434783	"chr18.400"
"chr18.47251494"	"chr18"	47251494	47251494	1	"*"	343	15.5909090909091	"chr18.400"
"chr18.47251495"	"chr18"	47251495	47251495	1	"*"	374	16.2608695652174	"chr18.400"
"chr18.47251502"	"chr18"	47251502	47251502	1	"*"	334	15.1818181818182	"chr18.400"
"chr18.47251503"	"chr18"	47251503	47251503	1	"*"	374	17	"chr18.400"
"chr18.47251514"	"chr18"	47251514	47251514	1	"*"	286	15.0526315789474	"chr18.399"
"chr18.47251515"	"chr18"	47251515	47251515	1	"*"	352	16.7619047619048	"chr18.399"
"chr18.47251518"	"chr18"	47251518	47251518	1	"*"	288	15.1578947368421	"chr18.399"
"chr18.47251519"	"chr18"	47251519	47251519	1	"*"	341	16.2380952380952	"chr18.399"
"chr18.47251526"	"chr18"	47251526	47251526	1	"*"	331	15.7619047619048	"chr18.399"
"chr18.47251537"	"chr18"	47251537	47251537	1	"*"	348	14.5	"chr18.399"
"chr18.47251553"	"chr18"	47251553	47251553	1	"*"	278	12.6363636363636	"chr18.399"
"chr18.47251554"	"chr18"	47251554	47251554	1	"*"	344	14.9565217391304	"chr18.399"
"chr18.47251565"	"chr18"	47251565	47251565	1	"*"	279	12.1304347826087	"chr18.401"
"chr18.47251566"	"chr18"	47251566	47251566	1	"*"	338	16.0952380952381	"chr18.401"
"chr18.47251568"	"chr18"	47251568	47251568	1	"*"	278	11.5833333333333	"chr18.401"
"chr18.47251569"	"chr18"	47251569	47251569	1	"*"	335	15.2272727272727	"chr18.401"
"chr18.47251573"	"chr18"	47251573	47251573	1	"*"	292	11.68	"chr18.401"
"chr18.47251574"	"chr18"	47251574	47251574	1	"*"	348	15.1304347826087	"chr18.401"
"chr18.47251585"	"chr18"	47251585	47251585	1	"*"	325	13	"chr18.401"
"chr18.47251586"	"chr18"	47251586	47251586	1	"*"	366	15.9130434782609	"chr18.401"
"chr18.47251602"	"chr18"	47251602	47251602	1	"*"	396	15.84	"chr18.401"
"chr18.47251603"	"chr18"	47251603	47251603	1	"*"	438	18.25	"chr18.401"
"chr18.47251612"	"chr18"	47251612	47251612	1	"*"	426	16.3846153846154	"chr18.401"
"chr18.47251613"	"chr18"	47251613	47251613	1	"*"	488	19.52	"chr18.401"
"chr18.47251614"	"chr18"	47251614	47251614	1	"*"	426	16.3846153846154	"chr18.401"
"chr18.47251615"	"chr18"	47251615	47251615	1	"*"	499	19.96	"chr18.401"
"chr18.47251637"	"chr18"	47251637	47251637	1	"*"	443	17.0384615384615	"chr18.401"
"chr18.47251638"	"chr18"	47251638	47251638	1	"*"	550	21.1538461538462	"chr18.401"
"chr18.47251650"	"chr18"	47251650	47251650	1	"*"	453	17.4230769230769	"chr18.401"
"chr18.47251651"	"chr18"	47251651	47251651	1	"*"	597	22.9615384615385	"chr18.401"
"chr18.47251666"	"chr18"	47251666	47251666	1	"*"	412	16.48	"chr18.401"
"chr18.47251667"	"chr18"	47251667	47251667	1	"*"	673	25.8846153846154	"chr18.401"
"chr18.47251671"	"chr18"	47251671	47251671	1	"*"	388	16.1666666666667	"chr18.401"
"chr18.47260516"	"chr18"	47260516	47260516	1	"*"	327	14.2173913043478	"chr18.402"
"chr18.47260519"	"chr18"	47260519	47260519	1	"*"	382	15.28	"chr18.402"
"chr18.47260520"	"chr18"	47260520	47260520	1	"*"	334	13.36	"chr18.402"
"chr18.47260521"	"chr18"	47260521	47260521	1	"*"	383	15.32	"chr18.402"
"chr18.47260522"	"chr18"	47260522	47260522	1	"*"	335	12.8846153846154	"chr18.402"
