"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.51864702"	20	21	44	21	12	22	16	39	10	18	28	29	13	13	21	35	23	51	18	13	11	11	7	10	5	8
"chr18.51864710"	19	19	42	26	11	22	16	41	9	20	32	27	12	16	20	27	20	51	13	21	10	10	5	11	0	9
"chr18.51864711"	8	8	8	6	0	0	5	25	0	0	9	21	10	6	7	16	9	13	6	7	13	0	5	8	0	0
"chr18.51864712"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	2	13	3	0	0	0	0	0	0	0
"chr18.51864713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0
"chr18.51864721"	18	15	36	23	7	21	17	36	6	12	18	21	15	15	12	24	14	47	20	18	20	8	9	8	0	10
"chr18.51864722"	9	10	7	6	0	0	6	23	0	5	5	21	10	6	5	12	9	6	8	6	12	5	6	7	0	0
"chr18.51864723"	18	11	37	22	7	10	15	34	6	20	31	22	15	11	17	22	14	46	19	15	21	8	6	8	0	10
"chr18.51864738"	13	5	26	15	5	14	16	19	0	14	23	19	10	12	10	18	15	22	18	11	19	9	7	7	0	5
"chr18.51864739"	6	4	9	5	5	0	4	15	0	6	5	15	4	0	0	14	7	6	8	6	5	0	6	6	0	0
"chr18.51864742"	13	6	14	13	4	10	16	23	0	12	23	18	11	12	10	18	13	23	15	14	22	9	5	9	0	4
"chr18.51864744"	3	7	14	12	0	11	14	21	0	15	21	17	9	12	9	16	12	23	15	11	22	9	9	10	0	4
"chr18.51864763"	0	7	9	12	0	5	10	31	6	11	17	15	14	8	6	20	10	19	14	11	17	10	4	9	0	11
"chr18.51864785"	0	10	5	10	0	3	9	20	5	6	15	13	13	5	3	9	0	16	11	4	14	6	5	8	0	10
"chr18.51864786"	4	0	8	7	0	0	3	8	0	5	7	16	11	0	6	9	0	9	4	5	11	0	6	5	5	3
"chr18.51864791"	4	8	3	10	0	4	3	21	5	6	12	16	9	8	0	6	8	11	8	5	11	4	4	10	0	8
"chr18.51864792"	6	0	8	5	5	0	5	8	0	0	7	15	10	0	5	10	6	8	4	5	13	0	5	4	7	4
"chr18.51864824"	7	5	5	8	0	7	3	15	0	6	12	14	12	7	0	0	9	11	6	3	11	0	5	11	0	0
"chr18.51864825"	6	0	7	9	5	0	6	8	0	0	8	12	9	0	5	10	8	8	3	6	10	0	6	7	5	6
"chr18.51864827"	2	1	3	6	0	3	2	6	0	3	6	10	8	3	0	1	4	9	6	3	5	5	4	5	0	3
"chr18.51864828"	3	0	5	11	4	0	5	6	0	0	7	9	8	0	1	10	4	9	4	3	8	0	2	5	3	3
"chr18.51864890"	0	6	4	10	3	2	5	6	0	4	13	8	10	5	0	7	21	17	7	4	5	0	0	0	3	0
"chr18.52292872"	5	5	8	7	7	5	0	10	9	7	10	12	18	5	6	9	23	8	5	0	0	0	0	6	0	0
"chr18.52338901"	5	5	4	21	4	9	6	16	1	6	15	0	9	12	5	13	12	13	0	4	0	7	3	8	7	0
"chr18.52339031"	11	9	9	17	7	8	0	23	3	13	21	23	6	5	10	35	14	14	6	6	13	10	10	17	0	5
"chr18.52339032"	14	6	14	18	7	4	6	8	10	16	21	14	13	8	3	12	17	9	0	14	2	4	3	8	0	4
"chr18.52339075"	28	16	25	30	13	12	10	30	9	23	40	30	19	16	17	31	49	31	16	26	15	10	22	26	4	20
"chr18.52339076"	21	12	17	28	13	5	12	31	10	11	26	25	25	15	8	20	52	14	12	11	8	7	12	15	0	7
"chr18.52339118"	17	11	23	13	16	7	7	20	6	10	27	41	33	17	7	41	29	27	25	15	16	14	12	8	2	9
"chr18.52339119"	12	11	22	19	8	4	6	10	4	8	27	28	10	11	8	23	38	6	4	7	7	8	3	9	5	3
"chr18.52339220"	16	23	21	19	14	16	16	21	10	17	41	26	37	11	8	31	45	24	18	20	24	14	19	20	0	32
"chr18.52339221"	15	14	21	16	8	6	7	24	12	19	32	26	22	10	9	18	42	15	3	10	8	16	10	10	0	4
"chr18.52339339"	22	26	12	18	17	11	7	34	11	16	32	38	29	19	19	38	31	47	25	30	33	22	18	28	17	20
"chr18.52339340"	30	15	13	38	32	13	19	32	20	29	40	53	35	22	14	52	44	35	16	29	38	15	24	33	0	22
"chr18.52339341"	27	23	9	17	15	12	9	26	9	18	28	31	29	20	18	37	32	44	24	29	31	22	15	25	17	12
"chr18.52339342"	29	12	10	35	30	11	18	36	17	23	38	54	35	21	10	49	37	32	23	29	32	10	17	25	3	24
"chr18.52339421"	15	17	14	26	12	11	20	27	13	11	29	36	17	17	7	47	57	24	21	29	16	21	11	17	0	22
"chr18.52339422"	66	55	62	70	39	39	43	86	30	76	116	110	74	56	42	109	136	83	49	60	61	46	30	58	30	42
"chr18.52339442"	12	15	20	34	14	10	17	38	10	22	40	37	20	23	8	47	70	29	26	22	14	17	14	16	0	21
"chr18.52339443"	77	77	87	90	45	37	47	94	37	78	139	144	75	69	50	143	171	119	50	76	61	54	49	61	36	41
"chr18.52339479"	16	16	14	26	7	9	12	19	5	22	26	34	20	10	4	38	61	26	19	17	13	7	9	16	6	8
"chr18.52339480"	52	43	61	51	21	32	23	51	17	31	83	86	60	63	29	84	96	89	27	38	36	33	18	33	12	18
"chr18.52339601"	16	53	49	45	25	18	19	52	20	56	32	37	16	16	13	43	57	48	44	47	35	20	27	30	7	19
"chr18.52339602"	16	16	15	14	3	6	7	25	10	23	25	19	14	7	5	11	21	19	10	13	23	9	14	16	0	15
"chr18.52339622"	29	39	30	26	10	13	11	44	12	35	37	28	19	19	15	50	61	38	21	25	10	12	11	19	7	13
"chr18.52339623"	11	14	21	11	3	11	6	16	10	11	18	7	20	7	3	16	32	17	6	6	10	3	7	24	4	13
"chr18.52339632"	16	32	11	17	9	10	12	27	5	21	28	30	14	13	10	42	43	25	19	18	11	7	10	16	12	18
"chr18.52339633"	12	12	14	7	0	6	5	10	4	8	9	9	10	6	5	15	27	9	2	9	7	1	2	14	2	9
"chr18.52339695"	31	46	32	32	22	22	43	39	9	31	47	46	60	37	16	55	89	39	41	43	29	41	26	42	27	23
"chr18.52339696"	3	23	13	21	6	10	12	19	12	16	30	26	22	8	5	16	43	27	11	23	18	6	9	19	10	9
"chr18.52339715"	30	37	18	26	19	12	27	35	11	18	32	24	42	20	16	29	54	28	30	28	34	28	20	33	13	8
"chr18.52339716"	10	15	15	14	8	6	10	21	7	11	10	23	13	8	5	13	24	14	18	11	16	13	7	11	8	4
"chr18.52339727"	19	24	18	17	15	7	21	26	13	17	20	14	34	10	19	19	37	25	17	14	27	24	7	24	13	10
"chr18.52339728"	9	16	4	9	3	3	7	14	2	5	8	14	7	2	5	8	17	6	13	12	11	8	2	11	4	0
"chr18.52339831"	2	5	3	7	4	5	5	8	3	10	7	4	8	5	2	1	1	4	5	5	10	7	6	7	0	7
"chr18.52339832"	1	3	2	1	0	4	4	4	0	5	4	5	5	2	1	5	1	4	5	6	7	5	3	2	8	3
"chr18.52339840"	3	1	0	6	1	2	1	6	0	1	2	0	1	2	0	2	0	5	1	4	5	5	6	1	0	6
"chr18.52339841"	0	0	4	0	0	1	0	1	1	1	0	1	3	1	1	0	0	1	7	2	4	1	0	0	0	2
"chr18.52339844"	1	1	0	2	1	3	2	6	0	4	3	2	0	0	0	1	0	1	3	3	1	2	2	1	0	1
"chr18.52339845"	0	2	1	1	0	1	1	2	0	2	0	1	2	2	2	2	0	0	3	1	0	0	0	0	1	3
"chr18.52339899"	1	10	2	0	0	3	2	1	1	4	1	1	0	0	0	3	7	0	1	4	4	3	0	2	2	0
"chr18.52339900"	2	4	3	2	1	4	5	5	4	1	0	1	2	4	1	6	10	2	7	8	2	5	4	1	1	4
"chr18.52339903"	2	8	0	1	0	1	0	1	1	2	3	1	0	1	2	2	2	5	1	4	3	1	2	1	3	0
"chr18.52339904"	1	4	0	2	1	7	1	1	4	1	2	2	1	0	2	4	6	2	2	6	2	4	5	0	0	0
"chr18.52339921"	2	10	0	1	2	4	2	4	4	2	4	3	1	2	1	3	2	6	3	3	6	5	0	5	0	1
"chr18.52339922"	3	4	7	4	3	12	5	9	2	2	0	2	1	4	0	4	1	4	5	5	4	5	0	4	3	1
"chr18.52339934"	2	11	3	1	1	2	3	8	3	5	4	8	1	2	3	1	10	10	3	9	8	5	3	7	6	2
"chr18.52339935"	4	3	7	5	3	11	6	8	2	6	1	3	4	11	2	5	7	4	12	11	14	3	6	3	2	6
"chr18.52339965"	2	9	7	0	0	0	1	3	1	2	1	1	0	1	1	3	9	1	3	2	0	3	0	6	1	3
"chr18.52339966"	1	2	4	0	1	3	2	5	1	0	1	2	4	1	3	2	7	1	4	9	0	2	1	4	5	4
"chr18.52339991"	3	5	6	2	0	4	2	5	0	3	3	2	1	0	1	3	2	10	4	1	3	2	0	2	2	5
"chr18.52339992"	3	2	0	3	1	3	2	9	4	4	1	3	3	3	0	3	7	2	3	10	3	1	7	4	2	4
"chr18.52340001"	3	7	7	1	0	4	2	5	3	1	6	1	1	2	2	5	2	3	5	1	4	1	1	2	2	4
"chr18.52340002"	4	6	0	8	3	6	1	8	5	3	2	1	3	4	2	6	3	6	4	13	3	1	7	4	9	8
"chr18.52340037"	1	1	1	0	0	1	0	0	2	2	3	1	2	0	0	0	0	1	2	0	4	0	0	1	0	3
"chr18.52340038"	0	2	0	1	2	1	0	0	2	1	0	0	1	0	0	2	2	1	0	1	1	2	2	0	1	4
"chr18.52340042"	1	0	0	0	1	1	0	2	0	1	0	0	1	1	0	0	1	0	2	0	4	0	0	1	0	3
"chr18.52340043"	0	3	0	0	0	3	1	2	1	1	2	1	2	1	0	2	2	3	5	8	2	1	2	1	3	8
"chr18.52340089"	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.52340090"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
"chr18.52340115"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	0	2	0	6	0	0
"chr18.52340125"	1	0	0	0	0	1	1	3	1	1	0	0	0	0	0	2	3	3	2	1	4	0	2	15	3	1
"chr18.52340162"	2	0	0	0	2	2	1	1	1	0	0	0	1	0	0	1	5	4	1	3	1	2	1	3	1	0
"chr18.52340179"	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	1	6	3	1	3	0	0	1	2	1	0
"chr18.52340196"	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	3
"chr18.52340197"	1	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	3	0	0	1	0	0	1	0	2
"chr18.52340203"	1	0	1	0	1	0	0	0	3	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
"chr18.52340204"	1	0	0	0	1	2	0	1	1	0	0	0	2	0	0	0	1	5	0	2	6	0	3	2	0	0
"chr18.52340210"	1	0	0	0	1	1	1	3	0	1	1	1	2	0	0	1	1	4	0	2	5	2	0	1	0	0
"chr18.52340690"	0	0	2	2	0	0	0	0	0	0	0	2	2	1	1	2	1	0	1	0	1	0	1	1	0	1
"chr18.52340693"	0	0	1	1	0	1	0	0	0	0	1	1	2	0	1	3	1	0	0	1	1	0	1	1	1	1
"chr18.52340695"	0	0	1	1	0	1	0	0	0	0	1	0	1	0	2	0	1	0	2	1	0	1	1	1	0	0
"chr18.52340717"	2	1	4	1	0	1	2	2	0	2	5	0	0	3	1	3	9	3	6	5	0	0	1	1	3	2
"chr18.52340747"	6	4	8	1	0	4	1	6	2	3	5	0	4	10	3	3	3	9	1	4	3	0	4	2	11	2
"chr18.52340754"	5	3	6	4	0	0	0	5	0	2	9	2	3	7	4	2	2	5	2	5	1	0	2	0	8	2
"chr18.52340756"	2	3	4	2	0	1	1	4	0	2	4	2	6	8	2	2	5	7	2	3	1	0	3	1	10	2
"chr18.52340769"	1	3	8	1	0	1	2	6	1	3	4	0	6	8	3	2	9	7	1	2	0	1	6	1	6	2
"chr18.52340841"	9	4	8	5	1	4	1	8	5	1	6	4	0	10	2	4	7	7	3	2	0	1	4	10	1	2
"chr18.52340859"	3	2	2	6	0	1	0	2	1	1	3	3	1	4	0	1	5	7	4	0	0	1	0	5	0	3
"chr18.52340861"	4	1	3	2	0	1	0	3	0	0	2	2	3	1	0	0	5	5	1	1	0	0	1	4	0	2
"chr18.52340877"	4	0	4	3	1	2	0	4	1	0	3	3	5	1	0	1	7	5	1	2	0	0	0	5	0	2
"chr18.52341056"	2	0	3	2	2	3	2	3	1	2	2	3	4	3	0	4	3	3	0	0	0	0	1	3	0	0
"chr18.52341086"	0	4	0	1	3	4	0	2	5	0	3	1	3	0	0	4	3	1	0	0	0	1	2	1	0	0
"chr18.52341094"	5	6	1	4	3	6	2	0	5	6	4	0	4	0	1	6	4	2	1	0	0	1	2	1	0	0
"chr18.52341118"	0	1	0	1	1	1	0	0	1	0	2	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0
"chr18.52341119"	0	3	2	1	0	1	0	1	1	0	0	0	5	0	2	7	0	2	0	0	0	0	0	2	0	0
"chr18.52341161"	0	4	2	0	1	3	0	1	0	1	2	6	5	8	2	8	4	1	3	0	0	0	0	1	0	1
"chr18.52341164"	0	5	2	0	1	2	1	3	0	2	2	2	2	10	0	8	3	2	3	1	0	0	0	1	0	0
"chr18.52341190"	0	4	1	2	1	1	3	0	0	0	2	0	5	5	1	6	5	3	3	1	0	0	1	1	0	4
"chr18.52341716"	7	3	7	7	1	1	2	5	5	4	1	3	4	3	1	20	8	5	10	11	23	1	5	9	4	10
"chr18.52341717"	0	1	2	0	0	2	0	1	0	0	1	1	0	2	5	1	2	0	1	1	3	1	0	1	1	0
"chr18.52341722"	3	3	5	7	1	7	2	12	3	5	5	4	6	3	2	26	4	18	12	3	12	2	4	5	2	12
"chr18.52341723"	1	0	3	1	0	3	0	2	0	0	1	1	1	1	3	1	1	2	0	1	2	0	2	1	1	0
"chr18.52341731"	3	4	7	6	1	3	0	12	3	1	4	4	7	1	1	17	11	15	5	8	11	2	6	8	8	6
"chr18.52341732"	2	1	2	1	0	1	1	2	0	2	1	2	0	1	2	1	2	1	0	0	2	0	2	2	0	0
"chr18.52341737"	7	5	6	7	2	4	2	10	1	1	8	6	6	1	1	18	8	15	17	8	14	9	3	11	8	7
"chr18.52341738"	2	2	2	0	0	1	2	4	0	2	3	0	0	1	1	2	1	5	0	0	2	0	2	3	1	0
"chr18.52341740"	4	4	8	8	0	3	1	6	1	3	6	2	3	2	3	15	10	17	6	9	13	5	2	8	1	6
"chr18.52341741"	1	2	1	1	0	0	0	3	0	1	2	0	0	2	1	1	1	7	1	1	0	0	3	2	1	0
"chr18.52341795"	4	2	5	8	3	2	4	5	4	4	3	2	7	17	1	16	4	2	9	1	9	1	7	11	5	0
"chr18.52341796"	2	1	1	0	0	1	2	4	0	1	1	3	0	1	0	0	2	1	0	0	4	1	0	4	0	0
"chr18.52341806"	11	4	17	9	0	3	4	16	7	3	5	8	15	24	3	27	12	14	20	16	14	9	15	18	15	13
"chr18.52341807"	4	2	1	0	1	3	1	2	0	0	2	0	1	2	0	0	2	1	1	2	4	1	1	9	0	2
"chr18.52341839"	12	7	17	12	3	5	6	16	5	9	19	4	9	16	6	26	43	25	29	22	25	22	28	22	5	21
"chr18.52341840"	4	4	2	2	0	0	2	4	1	1	1	3	2	2	0	2	3	1	3	6	5	2	8	2	0	1
"chr18.52341866"	5	8	15	6	4	5	6	14	6	8	15	10	5	6	1	14	32	19	17	12	24	8	20	16	9	6
"chr18.52341867"	4	0	3	0	0	1	0	2	0	1	1	3	0	1	1	1	8	3	3	2	4	3	1	2	0	0
"chr18.52341894"	7	4	10	11	3	2	4	19	7	11	6	6	10	7	2	22	23	32	4	9	14	8	4	22	3	10
"chr18.52341895"	3	2	3	0	0	1	0	3	0	1	1	0	2	0	0	1	3	5	1	3	10	2	0	2	0	0
"chr18.52341900"	1	0	5	0	0	2	1	4	1	0	0	2	0	0	0	4	10	8	2	8	2	10	1	4	0	0
"chr18.52341901"	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0
"chr18.52341945"	2	1	2	2	3	1	5	6	4	4	0	4	1	5	0	11	14	2	5	6	2	0	5	8	0	6
"chr18.52341946"	0	1	1	1	0	0	3	2	1	0	1	2	3	1	0	0	2	0	1	0	2	2	1	1	0	1
"chr18.52341949"	3	3	4	1	3	1	6	10	2	2	2	7	0	2	0	13	12	6	0	7	5	2	4	4	0	8
"chr18.52341950"	1	1	3	1	0	0	1	1	1	1	1	1	1	1	0	2	1	2	1	2	3	2	3	2	0	0
"chr18.52341972"	0	6	3	1	4	1	1	4	4	3	2	5	1	2	1	4	10	1	2	3	3	2	3	5	0	8
"chr18.52341973"	1	1	3	0	0	1	4	2	2	0	1	1	0	1	0	0	0	3	0	0	2	1	1	4	0	0
"chr18.52342008"	1	10	6	9	1	7	2	6	5	2	6	3	2	4	2	12	10	0	4	4	13	7	3	7	6	2
"chr18.52342009"	6	3	2	0	0	4	5	6	1	2	3	5	0	2	0	2	0	6	5	2	4	1	1	3	1	5
"chr18.52342010"	1	9	2	5	1	4	2	1	5	1	5	5	0	2	0	9	9	0	1	2	11	6	3	6	3	1
"chr18.52342011"	5	1	2	0	0	2	4	3	1	1	0	0	0	0	0	2	0	3	1	0	5	0	1	3	0	4
"chr18.52342031"	0	10	2	4	0	2	2	6	3	2	4	0	0	2	0	6	6	5	3	8	8	1	2	5	3	0
"chr18.52342032"	3	0	1	2	1	4	1	4	2	3	1	0	1	3	1	3	1	8	1	0	2	1	3	4	2	2
"chr18.52342038"	1	6	1	0	2	3	0	5	3	2	4	1	3	0	0	5	4	2	2	4	7	0	3	2	1	3
"chr18.52342039"	3	0	2	2	1	2	2	0	2	1	1	0	2	3	0	3	1	4	1	0	0	1	0	4	0	10
"chr18.52342046"	0	6	5	0	0	3	0	3	1	1	4	0	0	3	0	2	2	0	0	6	3	1	2	3	1	3
"chr18.52342047"	2	0	1	2	0	4	0	1	3	4	0	2	1	2	2	4	0	7	0	2	0	0	3	4	2	0
"chr18.52342088"	1	8	4	3	1	4	0	7	0	2	3	1	1	5	1	1	7	3	3	10	1	3	2	4	0	6
"chr18.52342089"	8	7	3	4	3	7	4	5	2	3	5	2	4	3	3	13	1	7	3	7	1	7	4	3	6	5
"chr18.52342092"	1	7	3	2	1	3	0	4	1	1	0	0	2	2	0	3	6	1	1	5	1	0	1	2	0	2
"chr18.52342093"	4	1	0	0	0	2	2	2	1	1	4	0	1	3	0	5	0	2	1	3	3	2	2	1	3	4
"chr18.52342094"	2	7	1	2	1	4	0	4	1	0	1	0	2	4	0	2	8	1	0	6	4	1	1	1	1	2
"chr18.52342095"	4	5	0	4	2	2	3	3	2	3	3	3	2	2	0	3	0	2	1	2	1	4	2	2	4	4
"chr18.52342107"	1	5	1	0	0	1	0	4	1	1	5	0	4	1	0	3	3	1	3	7	0	2	1	1	1	0
"chr18.52342108"	6	3	0	0	1	1	4	1	3	6	1	4	3	2	2	2	2	4	1	2	4	1	3	4	1	10
"chr18.52342120"	0	7	1	1	1	1	0	3	0	1	5	0	2	1	0	1	3	2	4	3	0	2	1	3	3	2
"chr18.52342121"	6	5	3	0	2	2	6	3	3	3	5	3	2	3	1	6	9	6	3	1	1	4	4	5	1	7
"chr18.52342122"	0	7	1	0	1	1	0	2	1	2	5	0	0	1	0	1	7	2	4	2	0	1	0	1	3	0
"chr18.52342123"	4	5	3	0	2	2	3	2	2	2	1	1	2	2	2	3	8	8	3	1	3	4	2	3	0	16
"chr18.52342143"	0	2	1	1	1	1	1	2	1	0	4	2	3	2	1	1	3	3	4	3	0	1	3	2	2	3
"chr18.52342144"	4	4	4	5	4	6	2	8	1	5	3	3	4	5	1	9	3	8	4	2	10	5	5	7	0	0
"chr18.52342156"	3	1	0	3	1	0	1	0	2	0	2	1	0	1	1	1	1	2	0	3	0	0	0	1	2	5
"chr18.52342157"	4	3	5	1	3	5	1	0	1	4	1	0	0	2	0	3	8	0	2	0	1	3	5	4	0	7
"chr18.52342174"	2	1	0	2	0	0	1	1	1	0	4	2	0	0	2	0	1	2	1	5	0	0	0	2	4	2
"chr18.52342175"	2	2	5	7	1	1	3	3	2	9	1	0	1	4	0	6	8	0	4	3	0	2	1	5	4	5
"chr18.52342178"	2	1	0	2	0	0	1	3	0	0	3	0	0	2	0	0	0	1	1	3	2	1	2	2	4	4
"chr18.52342179"	6	4	5	3	1	2	1	5	2	5	4	1	0	1	1	6	4	5	3	3	2	0	1	7	3	7
"chr18.52342182"	1	1	0	4	1	0	2	2	2	1	2	0	0	2	1	0	1	1	2	3	2	0	3	1	3	4
"chr18.52342183"	2	5	5	8	2	6	2	7	4	7	6	6	0	5	3	7	6	5	4	5	5	3	2	6	7	6
"chr18.52342186"	1	1	0	1	0	0	1	1	1	0	2	0	0	0	0	1	1	0	0	2	2	1	0	3	2	2
"chr18.52342187"	0	0	5	5	1	6	1	8	1	1	5	2	1	4	1	7	5	1	2	2	2	0	0	0	2	6
"chr18.52342188"	1	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	3	0	2	2	1	0	3	3	4
"chr18.52342189"	0	5	5	4	3	1	1	6	1	1	2	3	0	3	4	9	4	4	5	2	2	1	1	3	1	5
"chr18.52342202"	0	0	1	0	1	0	1	0	0	1	1	0	0	0	3	0	0	0	1	3	2	1	2	2	2	2
"chr18.52342203"	7	3	5	4	3	4	3	7	3	6	7	4	2	2	5	10	9	5	8	3	1	2	3	6	2	6
"chr18.52342212"	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	2	1	0	0
"chr18.52342213"	3	1	4	1	1	4	0	0	1	3	1	0	0	3	2	4	3	3	1	2	0	0	1	1	1	3
"chr18.52345534"	9	0	5	23	8	5	13	16	13	8	13	13	7	8	4	7	27	16	16	29	32	17	18	20	0	13
"chr18.52345546"	10	0	4	25	8	4	13	22	8	10	18	13	3	7	4	18	24	18	20	32	27	13	17	24	0	15
"chr18.52345582"	2	3	0	3	0	0	2	4	0	1	7	5	5	1	7	7	4	4	2	3	4	5	0	5	0	0
"chr18.52345583"	6	3	7	13	5	5	4	11	7	13	7	10	9	7	4	13	13	7	15	16	17	15	22	12	4	6
"chr18.52345644"	13	12	12	20	5	16	8	14	8	13	18	18	16	8	2	10	35	19	4	4	13	5	5	3	4	8
"chr18.52345645"	23	13	27	28	17	11	23	26	8	22	39	25	22	24	11	30	57	27	42	47	52	45	25	26	17	27
"chr18.52366090"	9	8	8	16	8	6	5	10	7	9	7	3	12	0	5	16	27	14	11	6	9	6	7	9	0	8
"chr18.52366200"	18	12	17	25	11	19	18	33	16	24	32	27	38	26	17	37	31	62	27	19	14	11	13	12	0	12
"chr18.52366201"	15	9	17	10	5	8	7	21	3	9	33	16	15	9	8	21	25	42	0	8	5	0	5	0	3	0
"chr18.52366246"	27	15	20	23	17	18	28	34	16	22	31	45	39	18	19	31	43	64	17	19	15	6	12	18	0	12
"chr18.52366247"	19	9	16	15	10	7	9	23	7	13	36	25	20	17	10	27	32	44	0	8	5	4	0	5	4	4
"chr18.52366254"	25	11	16	21	13	17	19	34	11	18	27	38	45	21	17	27	28	59	18	17	16	8	3	17	0	11
"chr18.52366255"	18	8	18	13	11	6	10	21	9	11	34	25	17	17	10	30	28	51	0	7	4	3	0	5	4	0
"chr18.52366256"	28	11	16	20	13	21	22	32	9	18	25	40	35	20	15	26	28	56	16	20	17	12	5	17	0	11
"chr18.52366257"	16	9	15	10	11	9	10	22	6	12	36	24	17	16	9	34	31	53	0	7	4	4	0	5	4	0
"chr18.52366284"	15	14	8	22	10	5	15	17	9	19	28	26	24	13	7	14	32	30	13	17	8	5	4	10	0	7
"chr18.52366285"	15	16	12	13	6	7	5	22	7	8	29	13	19	12	7	19	23	45	0	7	5	4	0	5	5	0
"chr18.52366328"	13	12	8	25	15	11	6	17	11	9	31	26	10	15	7	21	10	29	5	9	8	0	6	10	0	6
"chr18.52366364"	4	8	3	16	7	6	7	13	6	5	14	10	11	5	5	18	0	16	0	5	4	0	0	7	0	6
"chr18.52366365"	6	5	9	11	6	5	3	6	0	6	5	13	8	4	5	10	12	15	0	3	0	0	5	0	0	0
"chr18.52366368"	0	8	0	17	7	7	9	15	7	4	14	19	10	0	4	20	5	17	5	7	6	5	5	8	0	5
"chr18.52366369"	10	5	10	12	9	8	6	7	0	7	9	14	12	6	7	16	19	21	0	3	0	0	5	0	0	0
"chr18.52366853"	6	6	5	7	0	4	7	6	0	9	6	8	7	0	0	4	18	20	3	4	0	12	7	8	0	5
"chr18.52366854"	6	8	11	10	0	1	5	9	0	7	11	4	8	8	4	14	22	14	5	7	8	0	0	10	0	5
"chr18.52366890"	5	4	0	14	0	3	5	14	0	7	16	6	14	11	11	17	22	18	12	9	5	5	8	9	8	6
"chr18.52366895"	6	6	0	12	0	2	5	12	7	9	19	7	14	11	13	19	21	20	13	11	6	5	9	10	8	5
"chr18.52366899"	6	6	8	16	0	6	6	15	6	10	17	7	17	15	13	24	29	20	13	13	6	5	7	11	8	8
"chr18.52366903"	9	10	9	18	0	9	8	15	7	10	17	14	14	17	11	24	37	19	14	13	6	8	10	11	8	8
"chr18.52366927"	9	9	9	16	5	11	4	17	6	8	21	16	21	15	11	25	41	21	17	16	11	7	10	20	9	9
"chr18.52366940"	11	11	13	18	9	10	8	22	6	10	23	14	24	13	10	23	44	24	16	18	13	7	8	19	9	8
"chr18.52366943"	8	11	13	18	7	10	6	23	7	8	21	15	30	14	11	25	43	26	16	18	12	9	9	19	9	8
"chr18.52366977"	12	14	15	26	6	8	11	19	4	6	21	11	24	7	7	27	44	21	20	16	12	4	10	16	8	9
"chr18.52366982"	13	13	15	26	7	11	13	21	7	7	26	14	26	9	9	27	36	28	22	15	18	4	8	15	4	11
"chr18.52367022"	8	4	7	6	8	7	6	10	4	6	12	5	12	6	0	7	9	14	9	9	17	16	0	9	5	0
"chr18.52367023"	18	25	12	38	8	10	8	26	6	12	35	54	35	24	9	44	59	54	25	21	26	11	20	27	9	14
"chr18.52367036"	12	6	10	8	10	8	8	13	0	8	13	13	9	9	0	13	11	26	13	10	18	15	0	12	7	5
"chr18.52367037"	20	29	11	46	6	12	6	36	6	12	32	55	40	24	11	49	55	65	31	25	31	13	16	25	10	10
"chr18.52367048"	10	9	8	11	11	9	5	13	0	9	14	11	7	8	0	15	14	28	12	9	17	14	6	12	10	4
"chr18.52367049"	21	29	10	45	9	11	7	42	6	15	32	47	38	24	11	39	64	57	31	24	33	9	15	28	11	9
"chr18.52367050"	12	12	8	12	10	9	8	15	0	9	13	11	10	8	0	17	16	28	10	10	18	14	3	10	8	6
"chr18.52367051"	15	28	8	43	7	10	12	42	6	16	33	49	32	23	10	41	62	54	30	21	32	15	16	30	12	11
"chr18.52367069"	11	10	14	10	10	14	5	15	0	11	14	15	13	7	0	17	22	30	9	15	17	9	7	6	11	7
"chr18.52367070"	17	36	13	42	10	11	13	42	6	19	28	53	37	22	9	27	54	59	38	33	41	14	17	32	16	10
"chr18.52367080"	13	10	14	12	6	11	4	21	6	10	15	15	13	6	0	15	20	38	10	14	15	9	6	0	11	7
"chr18.52367081"	12	37	12	44	10	13	16	39	6	19	27	52	36	26	11	39	54	69	39	34	30	13	17	24	20	13
